id,text,Tweet_punct,word_list
1274117593796882433," @globalcitizenln: @neeratanden @DavidPepper ... then thinking about the reports that cruise lines, registered under different national f…",then thinking about the reports that cruise lines registered under different national f,"['then', 'thinking', 'about', 'the', 'reports', 'that', 'cruise', 'lines', 'registered', 'under', 'different', 'national', 'f']"
1274117593998274560," @gH0uLVA: Yo, Google just straight up installed a sort of COVID-19 tracker into our phones. I'm not making this shit up. https://t.co/pp…",yo google just straight up installed a sort of covid19 tracker into our phones im not making this shit up,"['yo', 'google', 'just', 'straight', 'up', 'installed', 'a', 'sort', 'of', 'covid19', 'tracker', 'into', 'our', 'phones', 'im', 'not', 'making', 'this', 'shit', 'up']"
1274117594107326465,Running a surprise birthday zoom with Caribbeans might be harder than the last two months of the COVID-19 response. Jesus be some bandwidth.,running a surprise birthday zoom with caribbeans might be harder than the last two months of the covid19 response jesus be some bandwidth,"['running', 'a', 'surprise', 'birthday', 'zoom', 'with', 'caribbeans', 'might', 'be', 'harder', 'than', 'the', 'last', 'two', 'months', 'of', 'the', 'covid19', 'response', 'jesus', 'be', 'some', 'bandwidth']"
1274117594577068036, @Fayemous___: Doctors? Teachers? Essential workers?,doctors teachers essential workers,"['doctors', 'teachers', 'essential', 'workers']"
1274117595076218881," @DavidLarter: Damn, House Armed Services Committee launched an investigation into the COVID-19 outbreak on TR. Keep your eyes on that sp…",damn house armed services committee launched an investigation into the covid19 outbreak on tr keep your eyes on that sp,"['damn', 'house', 'armed', 'services', 'committee', 'launched', 'an', 'investigation', 'into', 'the', 'covid19', 'outbreak', 'on', 'tr', 'keep', 'your', 'eyes', 'on', 'that', 'sp']"
1274117595113951234,DeSantis falsely blames rise in COVID-19 cases in Florida on ‘overwhelmingly Hispanic’ workers https://t.co/hOlXYJa3i1,desantis falsely blames rise in covid19 cases in florida on overwhelmingly hispanic workers,"['desantis', 'falsely', 'blames', 'rise', 'in', 'covid19', 'cases', 'in', 'florida', 'on', 'overwhelmingly', 'hispanic', 'workers']"
1274117596191657987," @septian: How many more doctors and nurses need to die until @jokowi says enough is enough?Don't you think this is outrageous, Pak @jo…",how many more doctors and nurses need to die until says enough is enoughdont you think this is outrageous pak,"['how', 'many', 'more', 'doctors', 'and', 'nurses', 'need', 'to', 'die', 'until', 'says', 'enough', 'is', 'enoughdont', 'you', 'think', 'this', 'is', 'outrageous', 'pak']"
1274117597328551942,@SanguineNW Doesn't it just let u know if you are near a covid-19 hotspot or been exposed to a human who was tested positive for covid-19?,doesnt it just let u know if you are near a covid19 hotspot or been exposed to a human who was tested positive for covid19,"['doesnt', 'it', 'just', 'let', 'u', 'know', 'if', 'you', 'are', 'near', 'a', 'covid19', 'hotspot', 'or', 'been', 'exposed', 'to', 'a', 'human', 'who', 'was', 'tested', 'positive', 'for', 'covid19']"
1274117597370429441," @EdRollins: President @realDonaldTrump’s bold leadership has delivered historic results:25,000,000 COVID-19 tests1.5 billion pieces…",president bold leadership has delivered historic results25000000 covid19 tests15 billion pieces,"['president', 'bold', 'leadership', 'has', 'delivered', 'historic', 'results25000000', 'covid19', 'tests15', 'billion', 'pieces']"
1274117600319016960,"Finally , my Sister recovered from COVID-19 💃",finally my sister recovered from covid19,"['finally', 'my', 'sister', 'recovered', 'from', 'covid19']"
1274117601266892805, @Fayemous___: Doctors? Teachers? Essential workers?,doctors teachers essential workers,"['doctors', 'teachers', 'essential', 'workers']"
1274117601887547393," @Amy_Siskind: Florida reporting a record high 3,822 new Covid-19 cases. Please friends in Florida, stay inside if you can, and for hea…",florida reporting a record high new covid19 cases please friends in florida stay inside if you can and for hea,"['florida', 'reporting', 'a', 'record', 'high', 'new', 'covid19', 'cases', 'please', 'friends', 'in', 'florida', 'stay', 'inside', 'if', 'you', 'can', 'and', 'for', 'hea']"
1274117602156183552,Yeah football won’t happen. 😭,yeah football wont happen,"['yeah', 'football', 'wont', 'happen']"
1274117602818785280, @phuckdietstud: found some black participants for y’all! ☺️ https://t.co/RsaYneYHCb,found some black participants for yall,"['found', 'some', 'black', 'participants', 'for', 'yall']"
1274117602760167425,"There’s a lot going on in the world these days, but this should be the front page headline tomorrow:COVID-19 infe… https://t.co/2tSTbDq9ah",theres a lot going on in the world these days but this should be the front page headline tomorrowcovid19 infe,"['theres', 'a', 'lot', 'going', 'on', 'in', 'the', 'world', 'these', 'days', 'but', 'this', 'should', 'be', 'the', 'front', 'page', 'headline', 'tomorrowcovid19', 'infe']"
1274117604823703554, @Fayemous___: Doctors? Teachers? Essential workers?,doctors teachers essential workers,"['doctors', 'teachers', 'essential', 'workers']"
1274117605406605312," @EdRollins: President @realDonaldTrump’s bold leadership has delivered historic results:25,000,000 COVID-19 tests1.5 billion pieces…",president bold leadership has delivered historic results25000000 covid19 tests15 billion pieces,"['president', 'bold', 'leadership', 'has', 'delivered', 'historic', 'results25000000', 'covid19', 'tests15', 'billion', 'pieces']"
1274117605960253440," @BernieSanders: Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines…",trumps rally in tulsa is indoors with no social distancing and no mask requirementsall in violation of cdc guidelines,"['trumps', 'rally', 'in', 'tulsa', 'is', 'indoors', 'with', 'no', 'social', 'distancing', 'and', 'no', 'mask', 'requirementsall', 'in', 'violation', 'of', 'cdc', 'guidelines']"
1274117605985595393," @BernieSanders: Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines…",trumps rally in tulsa is indoors with no social distancing and no mask requirementsall in violation of cdc guidelines,"['trumps', 'rally', 'in', 'tulsa', 'is', 'indoors', 'with', 'no', 'social', 'distancing', 'and', 'no', 'mask', 'requirementsall', 'in', 'violation', 'of', 'cdc', 'guidelines']"
1274117606170136577, @wdsu: BREAKING: Anyone who visited Tigerland bars over the weekend should consider themselves exposed to COVID-19 and should self-quara…,breaking anyone who visited tigerland bars over the weekend should consider themselves exposed to covid19 and should selfquara,"['breaking', 'anyone', 'who', 'visited', 'tigerland', 'bars', 'over', 'the', 'weekend', 'should', 'consider', 'themselves', 'exposed', 'to', 'covid19', 'and', 'should', 'selfquara']"
1274117606388101120,"@BadJohnBrown I'm thinking a strong individual in a Haz-Mat suit, water canister on his back with a large lable dis… https://t.co/vdorIaST4p",im thinking a strong individual in a hazmat suit water canister on his back with a large lable dis,"['im', 'thinking', 'a', 'strong', 'individual', 'in', 'a', 'hazmat', 'suit', 'water', 'canister', 'on', 'his', 'back', 'with', 'a', 'large', 'lable', 'dis']"
1274117606816047106, @ibemood: Here’s your black participant: https://t.co/nLdGZpvfPm,heres your black participant,"['heres', 'your', 'black', 'participant']"
1274117608812556288, @JasperDolphin: Give this shit to the doctors and nurses wtf,give this shit to the doctors and nurses wtf,"['give', 'this', 'shit', 'to', 'the', 'doctors', 'and', 'nurses', 'wtf']"
1274117610720854021,"when ""everything's bigger in Texas"" includes the toll of the pandemic",when everythings bigger in texas includes the toll of the pandemic,"['when', 'everythings', 'bigger', 'in', 'texas', 'includes', 'the', 'toll', 'of', 'the', 'pandemic']"
1274117611517665281,DeSantis is dangerous. Isn't Florida where the lady quit because she would not manipulate data showing that COVID-1… https://t.co/yzDF8RGxiQ,desantis is dangerous isnt florida where the lady quit because she would not manipulate data showing that covid1,"['desantis', 'is', 'dangerous', 'isnt', 'florida', 'where', 'the', 'lady', 'quit', 'because', 'she', 'would', 'not', 'manipulate', 'data', 'showing', 'that', 'covid1']"
1274117612738424833," @BernieSanders: Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines…",trumps rally in tulsa is indoors with no social distancing and no mask requirementsall in violation of cdc guidelines,"['trumps', 'rally', 'in', 'tulsa', 'is', 'indoors', 'with', 'no', 'social', 'distancing', 'and', 'no', 'mask', 'requirementsall', 'in', 'violation', 'of', 'cdc', 'guidelines']"
1274117614030159873, @phuckdietstud: @_eli_99 it’s okay just know these black queens should be at the forefront of the COVID-19 vaccine 💯,its okay just know these black queens should be at the forefront of the covid19 vaccine,"['its', 'okay', 'just', 'know', 'these', 'black', 'queens', 'should', 'be', 'at', 'the', 'forefront', 'of', 'the', 'covid19', 'vaccine']"
1274117614780870656, @AASAHQ: We are pleased to release the AASA COVID-19 Recovery Task Force Guidelines for Reopening Schools: An Opportunity to Transform P…,we are pleased to release the aasa covid19 recovery task force guidelines for reopening schools an opportunity to transform p,"['we', 'are', 'pleased', 'to', 'release', 'the', 'aasa', 'covid19', 'recovery', 'task', 'force', 'guidelines', 'for', 'reopening', 'schools', 'an', 'opportunity', 'to', 'transform', 'p']"
1274117614894223362," @samkarlin: Yikes. “At least 100” test positive for covid-19 in an outbreak connected to Tigerland bars, per state health department. ht…",yikes at least test positive for covid19 in an outbreak connected to tigerland bars per state health department ht,"['yikes', 'at', 'least', 'test', 'positive', 'for', 'covid19', 'in', 'an', 'outbreak', 'connected', 'to', 'tigerland', 'bars', 'per', 'state', 'health', 'department', 'ht']"
1274117615040917505, @sundarpichai: We're increasing our 2020 Ad Grants commitment to offer a total of $1B to support nonprofits that are tackling pressing i…,were increasing our ad grants commitment to offer a total of 1b to support nonprofits that are tackling pressing i,"['were', 'increasing', 'our', 'ad', 'grants', 'commitment', 'to', 'offer', 'a', 'total', 'of', '1b', 'to', 'support', 'nonprofits', 'that', 'are', 'tackling', 'pressing', 'i']"
1274117616630726656," @BernieSanders: Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines…",trumps rally in tulsa is indoors with no social distancing and no mask requirementsall in violation of cdc guidelines,"['trumps', 'rally', 'in', 'tulsa', 'is', 'indoors', 'with', 'no', 'social', 'distancing', 'and', 'no', 'mask', 'requirementsall', 'in', 'violation', 'of', 'cdc', 'guidelines']"
1274117616898945025," @ssmiira: please donate to raise money to help provide families in Yemen with food, clean water and hygiene kits to protect against Covi…",please donate to raise money to help provide families in yemen with food clean water and hygiene kits to protect against covi,"['please', 'donate', 'to', 'raise', 'money', 'to', 'help', 'provide', 'families', 'in', 'yemen', 'with', 'food', 'clean', 'water', 'and', 'hygiene', 'kits', 'to', 'protect', 'against', 'covi']"
1274117617456943104,Bad take,bad take,"['bad', 'take']"
1274117618895425538, @Fayemous___: Doctors? Teachers? Essential workers?,doctors teachers essential workers,"['doctors', 'teachers', 'essential', 'workers']"
1274117623379189760, @ATLUTD: #ATLUTD player tests positive for COVID-19https://t.co/2ycC9o6gNQ,atlutd player tests positive for covid19,"['atlutd', 'player', 'tests', 'positive', 'for', 'covid19']"
1274117623400345600," @Goss30Goss: Florida Covid-19 update 19 June 2020:3,822 cases &amp; 43 deaths in the last 24 hrs. The virus continues to explode across…",florida covid19 update june cases amp deaths in the last hrs the virus continues to explode across,"['florida', 'covid19', 'update', 'june', 'cases', 'amp', 'deaths', 'in', 'the', 'last', 'hrs', 'the', 'virus', 'continues', 'to', 'explode', 'across']"
1274117623987482626, @JasperDolphin: Give this shit to the doctors and nurses wtf,give this shit to the doctors and nurses wtf,"['give', 'this', 'shit', 'to', 'the', 'doctors', 'and', 'nurses', 'wtf']"
1274117624612323328, @cnnphilippines: Former Senator Trillanes challenges Malacañang to appoint Vice President Robredo as the head of the government's COVID-…,former senator trillanes challenges malacaang to appoint vice president robredo as the head of the governments covid,"['former', 'senator', 'trillanes', 'challenges', 'malacaang', 'to', 'appoint', 'vice', 'president', 'robredo', 'as', 'the', 'head', 'of', 'the', 'governments', 'covid']"
1274117625212264455," @RepresentMeAZ: Many tribal members say Peabody Energy Corp, the largest US coal producer, pulled so much water from the Navajo Aquifer…",many tribal members say peabody energy corp the largest us coal producer pulled so much water from the navajo aquifer,"['many', 'tribal', 'members', 'say', 'peabody', 'energy', 'corp', 'the', 'largest', 'us', 'coal', 'producer', 'pulled', 'so', 'much', 'water', 'from', 'the', 'navajo', 'aquifer']"
1274117625803608064," @EdRollins: President @realDonaldTrump’s bold leadership has delivered historic results:25,000,000 COVID-19 tests1.5 billion pieces…",president bold leadership has delivered historic results25000000 covid19 tests15 billion pieces,"['president', 'bold', 'leadership', 'has', 'delivered', 'historic', 'results25000000', 'covid19', 'tests15', 'billion', 'pieces']"
1274117625891749888,"especially during the Covid-19 pandemic, and make a difference in the lives of women &amp; children fleeing domestic vi… https://t.co/tNlu1viNmJ",especially during the covid19 pandemic and make a difference in the lives of women amp children fleeing domestic vi,"['especially', 'during', 'the', 'covid19', 'pandemic', 'and', 'make', 'a', 'difference', 'in', 'the', 'lives', 'of', 'women', 'amp', 'children', 'fleeing', 'domestic', 'vi']"
1274117627296780290," @TODAYshow: 10,000 more cancer deaths predicted because of COVID-19 pandemichttps://t.co/05L97EQ9vA",more cancer deaths predicted because of covid19 pandemic,"['more', 'cancer', 'deaths', 'predicted', 'because', 'of', 'covid19', 'pandemic']"
1274117627523325952," @BR_MLB: Blue Jays shut down their Florida spring training facility yesterday after a player felt COVID-19 symptoms, per @JeffPassan htt…",blue jays shut down their florida spring training facility yesterday after a player felt covid19 symptoms per htt,"['blue', 'jays', 'shut', 'down', 'their', 'florida', 'spring', 'training', 'facility', 'yesterday', 'after', 'a', 'player', 'felt', 'covid19', 'symptoms', 'per', 'htt']"
1274117627758227458, @CFTalk: Report: 23 Clemson football players/staffers test positive for COVID-19 https://t.co/PQ991iIgzn,report clemson football playersstaffers test positive forcovid19,"['report', 'clemson', 'football', 'playersstaffers', 'test', 'positive', 'forcovid19']"
1274117627812679680,@realDonaldTrump Had you acted like a Real President and took action sooner on COVID-19 the number of deaths would… https://t.co/JWvqgfG8N2,had you acted like a real president and took action sooner on covid19 the number of deaths would,"['had', 'you', 'acted', 'like', 'a', 'real', 'president', 'and', 'took', 'action', 'sooner', 'on', 'covid19', 'the', 'number', 'of', 'deaths', 'would']"
1274117630199300096, @phuckdietstud: found some black participants for y’all! ☺️ https://t.co/RsaYneYHCb,found some black participants for yall,"['found', 'some', 'black', 'participants', 'for', 'yall']"
1274117631621189633," @JMPSimor: Another very serious issue.  Records must exist. If they do not, they have been destroyed.",another very serious issue records must exist if they do not they have been destroyed,"['another', 'very', 'serious', 'issue', 'records', 'must', 'exist', 'if', 'they', 'do', 'not', 'they', 'have', 'been', 'destroyed']"
1274117632044797952," @samkarlin: Yikes. “At least 100” test positive for covid-19 in an outbreak connected to Tigerland bars, per state health department. ht…",yikes at least test positive for covid19 in an outbreak connected to tigerland bars per state health department ht,"['yikes', 'at', 'least', 'test', 'positive', 'for', 'covid19', 'in', 'an', 'outbreak', 'connected', 'to', 'tigerland', 'bars', 'per', 'state', 'health', 'department', 'ht']"
1274117632153858048," @samkarlin: Yikes. “At least 100” test positive for covid-19 in an outbreak connected to Tigerland bars, per state health department. ht…",yikes at least test positive for covid19 in an outbreak connected to tigerland bars per state health department ht,"['yikes', 'at', 'least', 'test', 'positive', 'for', 'covid19', 'in', 'an', 'outbreak', 'connected', 'to', 'tigerland', 'bars', 'per', 'state', 'health', 'department', 'ht']"
1274117632179011585, @kaykayluv4ever: @t_fishhh From my heart I’m asking everyone to PLEASE donate towards my daughter funeral/memorial. My baby passed away…,from my heart im asking everyone to please donate towards my daughter funeralmemorial my baby passed away,"['from', 'my', 'heart', 'im', 'asking', 'everyone', 'to', 'please', 'donate', 'towards', 'my', 'daughter', 'funeralmemorial', 'my', 'baby', 'passed', 'away']"
1274117632300666881,Very interested to see what the media has to say about this...,very interested to see what the media has to say about this,"['very', 'interested', 'to', 'see', 'what', 'the', 'media', 'has', 'to', 'say', 'about', 'this']"
1274117633114345478,"Art auction to support COVID-19 relief in Jamaica. Great art, great cause. 🙏 to #PanAmericanArtProjects . Bid until… https://t.co/yqO8vAUuSO",art auction to support covid19 relief in jamaica great art great cause to panamericanartprojects bid until,"['art', 'auction', 'to', 'support', 'covid19', 'relief', 'in', 'jamaica', 'great', 'art', 'great', 'cause', 'to', 'panamericanartprojects', 'bid', 'until']"
1274117633567318016,"@AAlJaishi @StatCan_eng @picardonhealth @jkwan_md @DFisman @imgrund @salvella @SharkawyMD Sorry, I see if you add t… https://t.co/wo8I9jj7Er",sorry i see if you add t,"['sorry', 'i', 'see', 'if', 'you', 'add', 't']"
1274117632766078977,"It's an honor to participate in this: SURVIVING TOMORROW -29 stories about survivors by @NeilGaiman, @doctorow… https://t.co/Gq9xlrylNr",its an honor to participate in this surviving tomorrow stories about survivors by,"['its', 'an', 'honor', 'to', 'participate', 'in', 'this', 'surviving', 'tomorrow', 'stories', 'about', 'survivors', 'by']"
1274117636780101632, @WAFB: BREAKING NEWS: LSU-area bars linked to at least 100 reports of COVID-19; closures announced https://t.co/Rz4Y4N1tXWAnyone who v…,breaking news lsuarea bars linked to at least reports of covid19 closures announced who v,"['breaking', 'news', 'lsuarea', 'bars', 'linked', 'to', 'at', 'least', 'reports', 'of', 'covid19', 'closures', 'announced', 'who', 'v']"
1274117636897587201, @johnnydoyle78: So brilliant to see Ollie make such a recovery. He's some man. 👏👏 https://t.co/jVbVTimWKB,so brilliant to see ollie make such a recovery hes some man,"['so', 'brilliant', 'to', 'see', 'ollie', 'make', 'such', 'a', 'recovery', 'hes', 'some', 'man']"
1274117637069570049, @thedailybeast: Arizona sheriff who refused to enforce lockdown now has COVID-19   https://t.co/txezR5Vvlp,arizona sheriff who refused to enforce lockdown now has covid19,"['arizona', 'sheriff', 'who', 'refused', 'to', 'enforce', 'lockdown', 'now', 'has', 'covid19']"
1274117638491430914," @BernieSanders: Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines…",trumps rally in tulsa is indoors with no social distancing and no mask requirementsall in violation of cdc guidelines,"['trumps', 'rally', 'in', 'tulsa', 'is', 'indoors', 'with', 'no', 'social', 'distancing', 'and', 'no', 'mask', 'requirementsall', 'in', 'violation', 'of', 'cdc', 'guidelines']"
1274117640374693888,@SpeakerPelosi EVENT: THE #TRUMP JONESTOWN RALLYLOCATION: TULSA OKLAHOMADATE: 6/20/2020TIME: 7:00 PMREFRESH… https://t.co/ovfYK9OZRt,event the trump jonestown rallylocation tulsa oklahomadate 6202020time pmrefresh,"['event', 'the', 'trump', 'jonestown', 'rallylocation', 'tulsa', 'oklahomadate', '6202020time', 'pmrefresh']"
1274117640546668544, @3testes: I know a Nick Saban scandal when i see one,i know a nick saban scandal when i see one,"['i', 'know', 'a', 'nick', 'saban', 'scandal', 'when', 'i', 'see', 'one']"
1274117640601178112, @WFLA: Deaths in nursing homes now make up nearly half of the total COVID-19 deaths in the US. A House panel is now investigating what…,deaths in nursing homes now make up nearly half of the total covid19 deaths in the us a house panel is now investigating what,"['deaths', 'in', 'nursing', 'homes', 'now', 'make', 'up', 'nearly', 'half', 'of', 'the', 'total', 'covid19', 'deaths', 'in', 'the', 'us', 'a', 'house', 'panel', 'is', 'now', 'investigating', 'what']"
